Not using distributed mode
### Hyper-parameters:
     output_dir: output_rerun2/ham_icfg_tta/exp18/exp0.0.1/2025092202114
     seed: 42
     device: cuda
     batch_size_tta: 16
     epochs: 10
     lr: 0.001
### Creating test dataset
     test_txt_set: 19848    test_img_set: 19848
     test_txt_loader: 39    test_img_loader: 39
### Creating model
Training Model with ['sdm', 'id', 'mlm'] tasks
===========================ERROR occur in copy visual.positional_embedding, torch.Size([197, 768])=========================
shape do not match in k :visual.positional_embedding: param_dicttorch.Size([197, 768]) vs self.state_dict()torch.Size([193, 768])
     Total Params Sum:  190483230
### Zero-Shot Score: 
+-------+--------+--------+--------+--------+-------+
| epoch |   R1   |   R5   |  R10   |  mAP   |  mINP |
+-------+--------+--------+--------+--------+-------+
|  -999 | 53.703 | 70.632 | 77.514 | 30.424 | 4.515 |
+-------+--------+--------+--------+--------+-------+
### TTA:
### Compute Cos Similarity Uncertainty
     preprocess_tta_coefficients  start
     sample selection ...
     number of sample after sample_selection: 13369
     uncertainty ...
     pos/neg sampling ...
      number of sample after pos/neg sampling: torch.Size([19848, 8])
     preprocess_tta_coefficients  end
### Creating TTA dataset
     tta_dataset: 13369
### Creating tta dataloader
### be careful: func create_loader returns a list length of 1
     tta_loader: 835
### Configure adapted weights
     TTA Dropout Modules: 
 []
     TTA Require Gradient Params: 
 [('prompt_learning_embedding', torch.Size([1, 2, 512]))]
     TTA Dropout Modules Number: 
 0
     TTA Require Gradient Params Sum: 
 1024
Using 5.0 times learning rate for random init module 
### Start Test Time Adaptation : num_epoch = 10
     Epoch[0] Iteration[10/835], entropy: 0.1769, uncertainty: 1.0000, uncertainty_coeffi: 1.0000, loss: 0.1769, lr: 9.55e-05
     Epoch[0] Iteration[20/835], entropy: 0.4046, uncertainty: 1.0000, uncertainty_coeffi: 1.0000, loss: 0.4046, lr: 9.55e-05
     Epoch[0] Iteration[30/835], entropy: 0.3467, uncertainty: 1.0000, uncertainty_coeffi: 1.0000, loss: 0.3467, lr: 9.55e-05
     Epoch[0] Iteration[40/835], entropy: 0.3118, uncertainty: 1.0000, uncertainty_coeffi: 1.0000, loss: 0.3118, lr: 9.55e-05
     Epoch[0] Iteration[50/835], entropy: 0.4312, uncertainty: 1.0000, uncertainty_coeffi: 1.0000, loss: 0.4312, lr: 9.55e-05
     Epoch[0] Iteration[60/835], entropy: 0.4130, uncertainty: 1.0000, uncertainty_coeffi: 1.0000, loss: 0.4130, lr: 9.55e-05
     Epoch[0] Iteration[70/835], entropy: 0.4278, uncertainty: 1.0000, uncertainty_coeffi: 1.0000, loss: 0.4278, lr: 9.55e-05
     Epoch[0] Iteration[80/835], entropy: 0.2387, uncertainty: 1.0000, uncertainty_coeffi: 1.0000, loss: 0.2387, lr: 9.55e-05
     Epoch[0] Iteration[90/835], entropy: 0.5569, uncertainty: 1.0000, uncertainty_coeffi: 1.0000, loss: 0.5569, lr: 9.55e-05
     Epoch[0] Iteration[100/835], entropy: 0.4255, uncertainty: 1.0000, uncertainty_coeffi: 1.0000, loss: 0.4255, lr: 9.55e-05
     Epoch[0] Iteration[110/835], entropy: 0.5321, uncertainty: 1.0000, uncertainty_coeffi: 1.0000, loss: 0.5321, lr: 9.55e-05
     Epoch[0] Iteration[120/835], entropy: 0.3373, uncertainty: 1.0000, uncertainty_coeffi: 1.0000, loss: 0.3373, lr: 9.55e-05
     Epoch[0] Iteration[130/835], entropy: 0.3538, uncertainty: 1.0000, uncertainty_coeffi: 1.0000, loss: 0.3538, lr: 9.55e-05
     Epoch[0] Iteration[140/835], entropy: 0.4208, uncertainty: 1.0000, uncertainty_coeffi: 1.0000, loss: 0.4208, lr: 9.55e-05
     Epoch[0] Iteration[150/835], entropy: 0.2088, uncertainty: 1.0000, uncertainty_coeffi: 1.0000, loss: 0.2088, lr: 9.55e-05
     Epoch[0] Iteration[160/835], entropy: 0.3946, uncertainty: 1.0000, uncertainty_coeffi: 1.0000, loss: 0.3946, lr: 9.55e-05
     Epoch[0] Iteration[170/835], entropy: 0.2772, uncertainty: 1.0000, uncertainty_coeffi: 1.0000, loss: 0.2772, lr: 9.55e-05
     Epoch[0] Iteration[180/835], entropy: 0.2552, uncertainty: 1.0000, uncertainty_coeffi: 1.0000, loss: 0.2552, lr: 9.55e-05
     Epoch[0] Iteration[190/835], entropy: 0.4506, uncertainty: 1.0000, uncertainty_coeffi: 1.0000, loss: 0.4506, lr: 9.55e-05
     Epoch[0] Iteration[200/835], entropy: 0.5198, uncertainty: 1.0000, uncertainty_coeffi: 1.0000, loss: 0.5198, lr: 9.55e-05
     Epoch[0] Iteration[210/835], entropy: 0.3327, uncertainty: 1.0000, uncertainty_coeffi: 1.0000, loss: 0.3327, lr: 9.55e-05
     Epoch[0] Iteration[220/835], entropy: 0.4815, uncertainty: 1.0000, uncertainty_coeffi: 1.0000, loss: 0.4815, lr: 9.55e-05
     Epoch[0] Iteration[230/835], entropy: 0.3014, uncertainty: 1.0000, uncertainty_coeffi: 1.0000, loss: 0.3014, lr: 9.55e-05
     Epoch[0] Iteration[240/835], entropy: 0.4195, uncertainty: 1.0000, uncertainty_coeffi: 1.0000, loss: 0.4195, lr: 9.55e-05
     Epoch[0] Iteration[250/835], entropy: 0.5909, uncertainty: 1.0000, uncertainty_coeffi: 1.0000, loss: 0.5909, lr: 9.55e-05
     Epoch[0] Iteration[260/835], entropy: 0.3861, uncertainty: 1.0000, uncertainty_coeffi: 1.0000, loss: 0.3861, lr: 9.55e-05
     Epoch[0] Iteration[270/835], entropy: 0.4155, uncertainty: 1.0000, uncertainty_coeffi: 1.0000, loss: 0.4155, lr: 9.55e-05
     Epoch[0] Iteration[280/835], entropy: 0.3683, uncertainty: 1.0000, uncertainty_coeffi: 1.0000, loss: 0.3683, lr: 3.45e-04
     Epoch[0] Iteration[290/835], entropy: 0.5067, uncertainty: 1.0000, uncertainty_coeffi: 1.0000, loss: 0.5067, lr: 3.45e-04
     Epoch[0] Iteration[300/835], entropy: 0.3699, uncertainty: 1.0000, uncertainty_coeffi: 1.0000, loss: 0.3699, lr: 3.45e-04
     Epoch[0] Iteration[310/835], entropy: 0.6634, uncertainty: 1.0000, uncertainty_coeffi: 1.0000, loss: 0.6634, lr: 3.45e-04
     Epoch[0] Iteration[320/835], entropy: 0.4013, uncertainty: 1.0000, uncertainty_coeffi: 1.0000, loss: 0.4013, lr: 3.45e-04
     Epoch[0] Iteration[330/835], entropy: 0.2638, uncertainty: 1.0000, uncertainty_coeffi: 1.0000, loss: 0.2638, lr: 3.45e-04
     Epoch[0] Iteration[340/835], entropy: 0.4717, uncertainty: 1.0000, uncertainty_coeffi: 1.0000, loss: 0.4717, lr: 3.45e-04
     Epoch[0] Iteration[350/835], entropy: 0.2475, uncertainty: 1.0000, uncertainty_coeffi: 1.0000, loss: 0.2475, lr: 3.45e-04
     Epoch[0] Iteration[360/835], entropy: 0.3775, uncertainty: 1.0000, uncertainty_coeffi: 1.0000, loss: 0.3775, lr: 3.45e-04
     Epoch[0] Iteration[370/835], entropy: 0.3090, uncertainty: 1.0000, uncertainty_coeffi: 1.0000, loss: 0.3090, lr: 3.45e-04
     Epoch[0] Iteration[380/835], entropy: 0.5244, uncertainty: 1.0000, uncertainty_coeffi: 1.0000, loss: 0.5244, lr: 3.45e-04
     Epoch[0] Iteration[390/835], entropy: 0.1868, uncertainty: 1.0000, uncertainty_coeffi: 1.0000, loss: 0.1868, lr: 3.45e-04
     Epoch[0] Iteration[400/835], entropy: 0.4026, uncertainty: 1.0000, uncertainty_coeffi: 1.0000, loss: 0.4026, lr: 3.45e-04
     Epoch[0] Iteration[410/835], entropy: 0.5391, uncertainty: 1.0000, uncertainty_coeffi: 1.0000, loss: 0.5391, lr: 3.45e-04
     Epoch[0] Iteration[420/835], entropy: 0.2710, uncertainty: 1.0000, uncertainty_coeffi: 1.0000, loss: 0.2710, lr: 3.45e-04
     Epoch[0] Iteration[430/835], entropy: 0.1295, uncertainty: 1.0000, uncertainty_coeffi: 1.0000, loss: 0.1295, lr: 3.45e-04
     Epoch[0] Iteration[440/835], entropy: 0.3270, uncertainty: 1.0000, uncertainty_coeffi: 1.0000, loss: 0.3270, lr: 3.45e-04
     Epoch[0] Iteration[450/835], entropy: 0.5460, uncertainty: 1.0000, uncertainty_coeffi: 1.0000, loss: 0.5460, lr: 3.45e-04
     Epoch[0] Iteration[460/835], entropy: 0.3891, uncertainty: 1.0000, uncertainty_coeffi: 1.0000, loss: 0.3891, lr: 3.45e-04
     Epoch[0] Iteration[470/835], entropy: 0.3498, uncertainty: 1.0000, uncertainty_coeffi: 1.0000, loss: 0.3498, lr: 3.45e-04
     Epoch[0] Iteration[480/835], entropy: 0.3305, uncertainty: 1.0000, uncertainty_coeffi: 1.0000, loss: 0.3305, lr: 3.45e-04
     Epoch[0] Iteration[490/835], entropy: 0.2357, uncertainty: 1.0000, uncertainty_coeffi: 1.0000, loss: 0.2357, lr: 3.45e-04
     Epoch[0] Iteration[500/835], entropy: 0.4779, uncertainty: 1.0000, uncertainty_coeffi: 1.0000, loss: 0.4779, lr: 3.45e-04
     Epoch[0] Iteration[510/835], entropy: 0.1817, uncertainty: 1.0000, uncertainty_coeffi: 1.0000, loss: 0.1817, lr: 3.45e-04
     Epoch[0] Iteration[520/835], entropy: 0.3710, uncertainty: 1.0000, uncertainty_coeffi: 1.0000, loss: 0.3710, lr: 3.45e-04
     Epoch[0] Iteration[530/835], entropy: 0.3561, uncertainty: 1.0000, uncertainty_coeffi: 1.0000, loss: 0.3561, lr: 3.45e-04
     Epoch[0] Iteration[540/835], entropy: 0.4034, uncertainty: 1.0000, uncertainty_coeffi: 1.0000, loss: 0.4034, lr: 3.45e-04
     Epoch[0] Iteration[550/835], entropy: 0.3669, uncertainty: 1.0000, uncertainty_coeffi: 1.0000, loss: 0.3669, lr: 3.45e-04
     Epoch[0] Iteration[560/835], entropy: 0.4866, uncertainty: 1.0000, uncertainty_coeffi: 1.0000, loss: 0.4866, lr: 3.45e-04
     Epoch[0] Iteration[570/835], entropy: 0.2717, uncertainty: 1.0000, uncertainty_coeffi: 1.0000, loss: 0.2717, lr: 3.45e-04
     Epoch[0] Iteration[580/835], entropy: 0.2481, uncertainty: 1.0000, uncertainty_coeffi: 1.0000, loss: 0.2481, lr: 3.45e-04
